Dependiente ,Tipo de fenomeno,Duracion,MUNICIPIOS afectados,ANAL,SPRI,OVSDS,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,area_mun (ha),Sum_POBTOT,R_Inun,R_Hur,R_Des,R_Seq,R_IF,R_Den,a_o,Clave completa(TEXTO)
0,LLUV,1,15,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2006,11015
0,LLUV,3,15,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2006,11015
0,LLUV,1,15,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2008,11015
0,TS,1,15,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2008,11015
0,LLUV,1,15,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2008,11015
0,FV,1,15,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2008,11015
0,LLUV,1,15,5.21,16.92,6.12,1.95,10.16,33.33,2.6,31.86,28.81,-1.27,Muy bajo,100504.27,171216,1,1,1,5,1,0,2010,11015
1,SEQ,31,14,14.48,38,26.37,4.79,7.09,51.6,19,59.27,54.32,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2009,11014
1,SEQ,31,14,14.48,38,26.37,4.79,7.09,51.6,19,59.27,54.32,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2009,11014
0,LLUV,1,14,17.14,47.09,36.07,9.18,11.41,55.29,19.28,60.94,59.19,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2002,11014
0,LLUV,1,14,17.14,47.09,36.07,9.18,11.41,55.29,19.28,60.94,59.19,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2003,11014
0,LLUV,3,14,17.14,47.09,36.07,9.18,11.41,55.29,19.28,60.94,59.19,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2004,11014
0,LLUV,1,14,17.14,47.09,36.07,9.18,11.41,55.29,19.28,60.94,59.19,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2004,11014
0,LLUV,1,14,14.48,38,26.37,4.79,7.09,51.6,19,59.27,54.32,-0.22,Medio,164057.08,147083,4,3,3,4,2,0,2009,11014
1,LLUV,1,12,16.36,46.13,22.79,2.98,3.66,51.14,15.47,48.3,63.03,-0.52,Medio,25815.56,27087,5,2,0,5,2,5,2003,11012
1,SEQ,31,11,10.09,28.43,6.35,1.4,2.04,42.4,13.68,30.57,49.6,-0.94,Bajo,33253.5,88088,2,3,0,5,1,5,2009,11011
1,SEQ,31,11,10.09,28.43,6.35,1.4,2.04,42.4,13.68,30.57,49.6,-0.94,Bajo,33253.5,88088,2,3,0,5,1,5,2009,11011
1,LLUV,1,11,11.33,34.82,10.01,2.22,2.79,48.26,15.71,33.77,54.05,-0.98,Bajo,33253.5,88088,2,3,0,5,1,5,2003,11011
0,LLUV,1,11,11.33,34.82,10.01,2.22,2.79,48.26,15.71,33.77,54.05,-0.98,Bajo,33253.5,88088,2,3,0,5,1,5,2004,11011
0,LLUV,7,11,10.09,28.43,6.35,1.4,2.04,42.4,13.68,30.57,49.6,-0.94,Bajo,33253.5,88088,2,3,0,5,1,5,2008,11011
0,LLUV,1,11,10.09,28.43,6.35,1.4,2.04,42.4,13.68,30.57,49.6,-0.94,Bajo,33253.5,88088,2,3,0,5,1,5,2009,11011
0,LLUV,1,11,10.09,28.43,6.35,1.4,2.04,42.4,13.68,30.57,49.6,-0.94,Bajo,33253.5,88088,2,3,0,5,1,5,2009,11011
0,LLUV,1,10,14.52,42.07,21.94,4.53,2.04,47.5,7,100,66.02,-0.11,Medio,12286.72,11689,0,1,0,4,2,0,2007,11010
0,LLUV,1,10,14.52,42.07,21.94,4.53,2.04,47.5,7,100,66.02,-0.11,Medio,12286.72,11689,0,1,0,4,2,0,2007,11010
0,LLUV,1,10,14.52,42.07,21.94,4.53,2.04,47.5,7,100,66.02,-0.11,Medio,12286.72,11689,0,1,0,4,2,0,2007,11010
1,LLUV,1,9,18.45,43.34,29.72,5.81,18.09,58.54,26.95,50.46,59.09,-0.24,Medio,48449.28,77508,3,3,0,5,2,5,2003,11009
0,LLUV,1,9,16.24,36.13,22.41,6.05,15.34,53.56,25.79,51.03,54.22,-0.13,Medio,48449.28,77508,3,3,0,5,2,5,2007,11009
0,LLUV,7,9,16.24,36.13,22.41,6.05,15.34,53.56,25.79,51.03,54.22,-0.13,Medio,48449.28,77508,3,3,0,5,2,5,2008,11009
1,SEQ,31,8,16.6,45.77,23.73,3.85,4.71,43.8,6.82,62.94,56.4,-0.29,Medio,81289.42,36214,5,2,0,5,2,5,2009,11008
1,SEQ,31,8,16.6,45.77,23.73,3.85,4.71,43.8,6.82,62.94,56.4,-0.29,Medio,81289.42,36214,5,2,0,5,2,5,2009,11008
0,LLUV,1,8,17.34,51.72,35.81,6.46,6.9,51.11,11.36,67.22,61.46,-0.27,Medio,81289.42,36214,5,2,0,5,2,5,2004,11008
0,LLUV,1,8,17.34,51.72,35.81,6.46,6.9,51.11,11.36,67.22,61.46,-0.27,Medio,81289.42,36214,5,2,0,5,2,5,2004,11008
0,LLUV,1,8,17.34,51.72,35.81,6.46,6.9,51.11,11.36,67.22,61.46,-0.27,Medio,81289.42,36214,5,2,0,5,2,5,2004,11008
0,LLUV,1,8,16.6,45.77,23.73,3.85,4.71,43.8,6.82,62.94,56.4,-0.29,Medio,81289.42,36214,5,2,0,5,2,5,2008,11008
0,TS,1,8,16.6,45.77,23.73,3.85,4.71,43.8,6.82,62.94,56.4,-0.29,Medio,81289.42,36214,5,2,0,5,2,5,2009,11008
0,LLUV,1,8,16.6,45.77,23.73,3.85,4.71,43.8,6.82,62.94,56.4,-0.29,Medio,81289.42,36214,5,2,0,5,2,5,2009,11008
0,LLUV,1,8,13.24,37.76,14.68,3,3.74,39.58,3.16,62.43,62.01,-0.2,Medio,81289.42,36214,5,2,0,5,2,5,2010,11008
1,LLUV,1,7,8.15,24.61,3.18,1.87,2.67,37.13,10.97,18.47,41.49,-1.52,Muy bajo,54854.06,467488,4,1,0,5,2,5,2003,11007
0,LLUV,1,7,8.15,24.61,3.18,1.87,2.67,37.13,10.97,18.47,41.49,-1.52,Muy bajo,54854.06,467488,4,1,0,5,2,5,2003,11007
0,LLUV,1,7,8.15,24.61,3.18,1.87,2.67,37.13,10.97,18.47,41.49,-1.52,Muy bajo,54854.06,467488,4,1,0,5,2,5,2003,11007
0,LLUV,3,7,8.15,24.61,3.18,1.87,2.67,37.13,10.97,18.47,41.49,-1.52,Muy bajo,54854.06,467488,4,1,0,5,2,5,2004,11007
0,LLUV,1,7,6.86,19.27,1.56,1.18,2.64,31.53,9.19,18.02,38.07,-1.46,Muy bajo,54854.06,467488,4,1,0,5,2,5,2008,11007
0,TS,1,7,6.86,19.27,1.56,1.18,2.64,31.53,9.19,18.02,38.07,-1.46,Muy bajo,54854.06,467488,4,1,0,5,2,5,2009,11007
0,LLUV,1,7,6.86,19.27,1.56,1.18,2.64,31.53,9.19,18.02,38.07,-1.46,Muy bajo,54854.06,467488,4,1,0,5,2,5,2009,11007
0,LLUV,1,7,6.86,19.27,1.56,1.18,2.64,31.53,9.19,18.02,38.07,-1.46,Muy bajo,54854.06,467488,4,1,0,5,2,5,2009,11007
0,LLUV,1,7,5.45,16.49,1.2,0.98,2.66,29.53,5.97,20.25,33.47,-1.41,Muy bajo,54854.06,467488,4,1,0,5,2,5,2010,11007
1,SEQ,31,6,20.36,44.2,43.74,12.82,57.21,58.5,29.65,100,63.69,0.92,Alto,31114.8,5565,0,2,3,2,1,5,2009,11006
1,SEQ,31,6,20.36,44.2,43.74,12.82,57.21,58.5,29.65,100,63.69,0.92,Alto,31114.8,5565,0,2,3,2,1,5,2009,11006
1,LLUV,1,5,14.88,43.51,15.2,3.62,5.64,53.25,11.28,68.71,56.77,-0.59,Medio,41694.74,84772,4,3,2,5,2,0,2003,11005
0,LLUV,3,5,14.88,43.51,15.2,3.62,5.64,53.25,11.28,68.71,56.77,-0.59,Medio,41694.74,84772,4,3,2,5,2,0,2004,11005
0,LLUV,1,5,13.13,33.46,8.5,2.25,4.16,48.28,12.17,67.61,52.1,-0.57,Medio,41694.74,84772,4,3,2,5,2,0,2006,11005
0,LLUV,1,5,13.13,33.46,8.5,2.25,4.16,48.28,12.17,67.61,52.1,-0.57,Medio,41694.74,84772,4,3,2,5,2,0,2009,11005
1,LLUV,1,4,16.67,45.18,29.06,4.12,4.77,53.78,9.36,57.23,55.99,-0.51,Medio,37090.41,64129,4,3,0,4,2,0,2003,11004
0,LLUV,1,4,16.67,45.18,29.06,4.12,4.77,53.78,9.36,57.23,55.99,-0.51,Medio,37090.41,64129,4,3,0,4,2,0,2003,11004
0,LLUV,1,4,14.59,38,18.08,2.68,5.53,50.1,9.7,56.83,51.38,-0.45,Medio,37090.41,64129,4,3,0,4,2,0,2007,11004
1,LLUV,1,2,14.06,39.75,11.86,2.31,3.58,42.54,8.06,39.61,61.69,-0.89,Bajo,87140.75,108501,1,2,0,3,2,5,2003,11002
0,LLUV,3,2,14.06,39.75,11.86,2.31,3.58,42.54,8.06,39.61,61.69,-0.89,Bajo,87140.75,108501,1,2,0,3,2,5,2004,11002
0,LLUV,1,2,12.83,34.01,6.95,1.56,3.48,36.69,5.94,39.84,56.61,-0.84,Bajo,87140.75,108501,1,2,0,3,2,5,2007,11002
0,LLUV,1,2,12.83,34.01,6.95,1.56,3.48,36.69,5.94,39.84,56.61,-0.84,Bajo,87140.75,108501,1,2,0,3,2,5,2007,11002
0,TS,1,2,10.87,28.65,4.34,1.18,2.4,31.91,2.32,41.37,56.1,-0.79,Bajo,87140.75,108501,1,2,0,3,2,5,2010,11002
1,SEQ,31,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2009,11001
1,SEQ,31,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2009,11001
1,LLUV,1,1,16.93,48.45,30.97,2.67,5.72,56.71,17.84,68.98,68.83,-0.21,Medio,61028.62,83753,5,2,0,5,2,5,2003,11001
0,LLUV,3,1,16.93,48.45,30.97,2.67,5.72,56.71,17.84,68.98,68.83,-0.21,Medio,61028.62,83753,5,2,0,5,2,5,2004,11001
0,TS,1,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2005,11001
0,LLUV,1,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2007,11001
0,LLUV,1,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2007,11001
0,LLUV,1,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2008,11001
0,LLUV,7,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2008,11001
0,LLUV,1,1,15.01,40.33,18.57,1.57,3.34,50.83,11.55,67.07,63.16,-0.27,Medio,61028.62,83753,5,2,0,5,2,5,2009,11001
1,LLUV,19,39,4.06,28.07,9.83,2.3,26.09,36.75,5.88,62.25,65.35,-0.72,Bajo,183247.45,25870,4,1,0,5,1,0,2008,10039
1,INUND,17,39,4.06,28.07,9.83,2.3,26.09,36.75,5.88,62.25,65.35,-0.72,Bajo,183247.45,25870,4,1,0,5,1,0,2008,10039
1,BT,1,35,9.78,48.51,29.72,24.51,29.4,35.88,23.44,100,67.66,-0.05,Alto,600988.62,9802,0,2,1,1,3,0,2002,10035
0,LLUV,1,33,10.12,43.88,27.73,15.43,10.78,44.51,21.56,100,70.25,-0.2,Medio,145236.31,6666,1,1,0,1,1,0,2004,10033
1,LLUV,19,32,5.8,30.85,12.6,3.46,18.27,35.34,11.49,43.28,53.63,-0.82,Bajo,633732.92,44119,1,2,1,1,3,0,2008,10032
1,INUND,17,32,5.8,30.85,12.6,3.46,18.27,35.34,11.49,43.28,53.63,-0.82,Bajo,633732.92,44119,1,2,1,1,3,0,2008,10032
1,LLUV,19,28,5.44,38.15,19.42,1.84,4.22,36.05,8.61,100,72.07,-0.42,Medio,138490.4,11765,0,1,1,2,3,0,2008,10028
1,LLUV,3,28,6.46,43.7,38.26,3.82,10.28,43.51,11.7,100,74.01,-0.35,Medio,138490.4,11765,0,1,1,2,3,0,2002,10028
1,BT,1,26,8.3,44.19,31.29,37.48,23.74,57.09,35.96,100,51.2,0.14,Alto,542452.59,18821,0,2,3,1,4,0,2002,10026
1,LLUV,3,26,8.3,44.19,31.29,37.48,23.74,57.09,35.96,100,51.2,0.14,Alto,542452.59,18821,0,2,3,1,4,0,2002,10026
1,TS,1,26,7.94,36.61,26.09,8.19,53.89,52.98,35.87,100,49.86,0.25,Alto,542452.59,18821,0,2,3,1,4,0,2009,10026
1,LLUV,19,25,6.41,43.76,26.73,9.49,18.68,27.93,14.92,100,82.03,-0.02,Alto,228699.37,3235,1,1,0,2,3,0,2008,10025
1,BT,1,25,7.55,51.24,32.71,9.01,21.38,31.87,17.06,100,84.23,-0.16,Medio,228699.37,3235,1,1,0,2,3,0,2002,10025
1,LLUV,19,24,5.25,30.96,10.14,1.43,1.36,39.15,6.86,100,64.19,-0.66,Bajo,141853.77,12704,0,1,1,2,3,0,2008,10024
1,INUND,17,24,5.25,30.96,10.14,1.43,1.36,39.15,6.86,100,64.19,-0.66,Bajo,141853.77,12704,0,1,1,2,3,0,2008,10024
1,LLUV,3,24,5.6,37.46,18.88,2.2,4.51,44.44,8.33,100,65.91,-0.7,Bajo,141853.77,12704,0,1,1,2,3,0,2002,10024
1,LLUV,19,23,8.49,29.92,23.12,14.12,30.32,57.57,29.96,53.73,55.02,-0.02,Alto,686904.12,48312,2,3,2,1,3,5,2008,10023
1,BT,1,23,8.61,37.35,28.75,23.97,15.36,59.84,31.21,57.52,56.5,-0.23,Medio,686904.12,48312,2,3,2,1,3,5,2002,10023
1,LLUV,19,22,5.61,32.3,9.07,0.84,0.53,34.05,10.19,56.12,73.85,-0.77,Bajo,111528.98,24864,3,1,0,3,3,0,2008,10022
1,LLUV,19,22,5.61,32.3,9.07,0.84,0.53,34.05,10.19,56.12,73.85,-0.77,Bajo,111528.98,24864,3,1,0,3,3,0,2008,10022
1,INUND,17,22,5.61,32.3,9.07,0.84,0.53,34.05,10.19,56.12,73.85,-0.77,Bajo,111528.98,24864,3,1,0,3,3,0,2008,10022
1,LLUV,3,22,5.38,37.24,12.35,1.04,1.03,37.25,10.34,58.21,75.84,-0.9,Bajo,111528.98,24864,3,1,0,3,3,0,2002,10022
0,LLUV,1,22,5.38,37.24,12.35,1.04,1.03,37.25,10.34,58.21,75.84,-0.9,Bajo,111528.98,24864,3,1,0,3,3,0,2004,10022
1,BT,1,19,13.05,56.92,55.9,52.96,26.62,62.45,58.15,100,70.18,1.08,Muy alto,169203.06,5002,0,2,2,1,3,0,2002,10019
0,LLUV,1,19,12.32,45.66,37.93,13.31,34.24,61.26,55.17,100,68.35,0.9,Alto,169203.06,5002,0,2,2,1,3,0,2006,10019
1,LLUV,19,17,7.08,31.26,8.96,5.54,8.91,25.84,6.37,100,63.13,-0.69,Bajo,361391.67,9223,1,1,0,2,4,0,2008,10017
1,INUND,17,17,7.08,31.26,8.96,5.54,8.91,25.84,6.37,100,63.13,-0.69,Bajo,361391.67,9223,1,1,0,2,4,0,2008,10017
1,BT,1,17,8.32,36.31,14.64,7.61,10.16,31.07,7.9,100,64.82,-0.77,Bajo,361391.67,9223,1,1,0,2,4,0,2002,10017
1,BT,1,14,35.89,67.82,57.39,73.05,68.94,69.46,59.45,100,68.17,2.05,Muy alto,828342.33,30556,1,3,2,2,4,0,2002,10014
1,LLUV,3,13,8.64,39.47,13.84,2.82,5.6,49.1,12.45,65.88,66.75,-0.69,Medio,766206.39,24793,2,1,0,3,2,0,2002,10013
0,LLUV,1,12,4.85,26.41,9.31,1.25,1.95,46.93,9.72,36.58,45.86,-1.31,Muy bajo,212678.89,140312,1,1,1,5,3,0,2004,10012
1,BT,1,10,5.76,40.36,20.54,5.01,11.93,35.52,7.4,100,75.44,-0.59,Medio,464789.2,4150,0,1,0,2,1,0,2002,10010
1,BT,1,9,14.36,55.79,34.02,36.93,36.78,51.63,26.72,100,60.14,0.41,Alto,538867.66,9232,0,1,0,1,4,0,2002,10009
1,TS,1,9,15.45,49.82,19.48,17,47.49,45.4,24.2,100,58.57,0.5,Alto,538867.66,9232,0,1,0,1,4,0,2009,10009
0,CT,1,9,15.45,49.82,19.48,17,47.49,45.4,24.2,100,58.57,0.5,Alto,538867.66,9232,0,1,0,1,4,0,2006,10009
1,BT,1,8,5.26,33.58,16.84,1.53,3.29,35.31,8.23,55.78,65.66,-1.04,Bajo,130310.35,33977,3,1,0,5,1,0,2002,10008
1,LLUV,3,8,5.26,33.58,16.84,1.53,3.29,35.31,8.23,55.78,65.66,-1.04,Bajo,130310.35,33977,3,1,0,5,1,0,2002,10008
0,LLUV,1,7,3.52,20.81,5.22,0.48,0.4,38.59,8.15,23.12,40,-1.64,Muy bajo,83447.55,326715,4,1,0,5,2,0,2002,10007
0,LLUV,1,6,8.15,42.53,24.84,1.71,9.22,46.69,7.68,100,76.09,-0.1,Medio,216651.56,10584,1,1,0,3,2,0,2006,10006
1,LLUV,19,5,2.7,15.83,2.65,0.82,2.09,30.59,6.31,11.93,42.34,-1.59,Muy bajo,918510.07,580529,1,2,1,2,3,0,2008,10005
1,BT,1,5,3.15,20.16,4.55,1.69,2.06,35.02,8.35,13.08,43.48,-1.67,Muy bajo,918510.07,580529,1,2,1,2,3,0,2002,10005
1,LLUV,3,5,3.15,20.16,4.55,1.69,2.06,35.02,8.35,13.08,43.48,-1.67,Muy bajo,918510.07,580529,1,2,1,2,3,0,2002,10005
0,LLUV,1,5,3.15,20.16,4.55,1.69,2.06,35.02,8.35,13.08,43.48,-1.67,Muy bajo,918510.07,580529,1,2,1,2,3,0,2004,10005
0,LLUV,1,5,3.15,20.16,4.55,1.69,2.06,35.02,8.35,13.08,43.48,-1.67,Muy bajo,918510.07,580529,1,2,1,2,3,0,2004,10005
0,FV,1,5,2.7,15.83,2.65,0.82,2.09,30.59,6.31,11.93,42.34,-1.59,Muy bajo,918510.07,580529,1,2,1,2,3,0,2006,10005
1,LLUV,3,3,6.31,49.22,46.9,8.81,4.72,46.9,16.26,100,72.59,-0.16,Medio,106351.83,4490,0,1,0,2,1,0,2002,10003
1,INUND,1,1,4.69,27.68,16.33,1.64,4.42,31.1,11.74,63.66,65.7,-0.82,Bajo,345501.07,30951,1,1,1,2,1,0,2008,10001
1,LLUV,19,1,4.69,27.68,16.33,1.64,4.42,31.1,11.74,63.66,65.7,-0.82,Bajo,345501.07,30951,1,1,1,2,1,0,2008,10001
1,LLUV,19,1,4.69,27.68,16.33,1.64,4.42,31.1,11.74,63.66,65.7,-0.82,Bajo,345501.07,30951,1,1,1,2,1,0,2008,10001
0,LLUV,1,1,5.23,33.75,26.01,4.4,6.51,34.7,15.39,67.21,67.47,-0.83,Bajo,345501.07,30951,1,1,1,2,1,0,2004,10001
1,LLUV,1,17,1.58,7.41,0.04,0.03,0.03,26.63,0.42,0,28.64,-1.91,Muy bajo,3366.6,430978,4,1,0,5,1,0,2010,9017
0,LLUV,1,17,2.32,10.9,0.27,0.07,0.13,36.4,0.19,0,42.65,-1.94,Muy bajo,3366.6,430978,4,1,0,5,1,0,2003,9017
0,LLUV,1,17,2.05,8.52,0.17,0.11,0,30.73,0.35,0,32.92,-1.91,Muy bajo,3366.6,430978,4,1,0,5,1,0,2009,9017
0,TS,1,17,2.05,8.52,0.17,0.11,0,30.73,0.35,0,32.92,-1.91,Muy bajo,3366.6,430978,4,1,0,5,1,0,2009,9017
0,LLUV,1,17,1.58,7.41,0.04,0.03,0.03,26.63,0.42,0,28.64,-1.91,Muy bajo,3366.6,430978,4,1,0,5,1,0,2010,9017
0,FV,1,16,1.59,6.68,0.06,0.14,0.01,21.34,0.23,0,26.86,-2.11,Muy bajo,4612.23,372889,4,1,0,5,2,0,2007,9016
0,LLUV,1,16,1.59,6.68,0.06,0.14,0.01,21.34,0.23,0,26.86,-2.11,Muy bajo,4612.23,372889,4,1,0,5,2,0,2009,9016
0,LLUV,1,16,1.21,6.02,0.02,0.02,0.03,17.06,0.52,0,20.63,-2.13,Muy bajo,4612.23,372889,4,1,0,5,2,0,2010,9016
0,LLUV,1,15,2.09,9.53,0.31,0.11,0.14,27.55,0.19,0,38.63,-2.09,Muy bajo,3233.52,531831,4,1,0,5,0,0,2003,9015
0,LLUV,1,15,2.09,9.53,0.31,0.11,0.14,27.55,0.19,0,38.63,-2.09,Muy bajo,3233.52,531831,4,1,0,5,0,0,2003,9015
0,FV,1,15,1.79,7.28,0.18,0.11,0.02,22.87,0.18,0,29.82,-2.05,Muy bajo,3233.52,531831,4,1,0,5,0,0,2005,9015
0,FV,1,15,1.79,7.28,0.18,0.11,0.02,22.87,0.18,0,29.82,-2.05,Muy bajo,3233.52,531831,4,1,0,5,0,0,2007,9015
0,LLUV,1,15,1.79,7.28,0.18,0.11,0.02,22.87,0.18,0,29.82,-2.05,Muy bajo,3233.52,531831,4,1,0,5,0,0,2009,9015
0,LLUV,1,15,1.79,7.28,0.18,0.11,0.02,22.87,0.18,0,29.82,-2.05,Muy bajo,3233.52,531831,4,1,0,5,0,0,2009,9015
0,LLUV,1,15,1.44,6.45,0.05,0.05,0.08,19.42,0.33,0,26.07,-2.04,Muy bajo,3233.52,531831,4,1,0,5,0,0,2010,9015
0,LLUV,1,14,1.07,5.28,0.1,0.04,0.25,13.86,0.16,0,23.25,-2.45,Muy bajo,2654.89,385439,4,1,0,5,0,0,2004,9014
0,SD,1,12,3.1,12.16,0.63,0.4,9.4,33.86,2.13,0.96,40.68,-1.88,Muy bajo,30878.95,650145,0,1,1,5,1,0,2002,9012
0,BT,1,12,3.1,12.16,0.63,0.4,9.4,33.86,2.13,0.96,40.68,-1.88,Muy bajo,30878.95,650145,0,1,1,5,1,0,2004,9012
0,TS,1,12,3.1,12.16,0.63,0.4,9.4,33.86,2.13,0.96,40.68,-1.88,Muy bajo,30878.95,650145,0,1,1,5,1,0,2004,9012
0,FV,1,12,3.1,12.16,0.63,0.4,9.4,33.86,2.13,0.96,40.68,-1.88,Muy bajo,30878.95,650145,0,1,1,5,1,0,2004,9012
0,LLUV,1,12,2.82,9.78,0.15,0.26,8.98,28.81,1.64,1.2,31.4,-1.85,Muy bajo,30878.95,650145,0,1,1,5,1,0,2006,9012
0,LLUV,1,12,2.82,9.78,0.15,0.26,8.98,28.81,1.64,1.2,31.4,-1.85,Muy bajo,30878.95,650145,0,1,1,5,1,0,2009,9012
0,LLUV,1,12,2.25,9.46,0.13,0.23,11.37,26.07,1.46,1.78,25.6,-1.79,Muy bajo,30878.95,650145,0,1,1,5,1,0,2010,9012
0,LLUV,1,11,3.18,11.11,0.14,0.14,1.26,36.56,1.87,1.77,38.2,-1.72,Muy bajo,8528.24,360198,4,1,0,5,2,0,2009,9011
0,TS,1,10,3.39,13.77,0.28,0.11,0.51,36.8,1.15,0.03,43.07,-1.87,Muy bajo,9562.06,727019,0,1,1,5,1,0,2003,9010
0,FV,1,10,2.79,10.51,0.1,0.13,0.75,30.21,0.86,0.04,33.24,-1.87,Muy bajo,9562.06,727019,0,1,1,5,1,0,2007,9010
0,LLUV,1,10,2.79,10.51,0.1,0.13,0.75,30.21,0.86,0.04,33.24,-1.87,Muy bajo,9562.06,727019,0,1,1,5,1,0,2007,9010
0,LLUV,1,10,2.79,10.51,0.1,0.13,0.75,30.21,0.86,0.04,33.24,-1.87,Muy bajo,9562.06,727019,0,1,1,5,1,0,2009,9010
0,LLUV,1,10,2.79,10.51,0.1,0.13,0.75,30.21,0.86,0.04,33.24,-1.87,Muy bajo,9562.06,727019,0,1,1,5,1,0,2009,9010
0,LLUV,1,10,2.19,9.43,0.04,0.04,0.76,26.94,1.18,0.05,23.64,-1.9,Muy bajo,9562.06,727019,0,1,1,5,1,0,2010,9010
1,TS,1,9,5,14.66,0.81,0.4,8.33,48.33,6.04,17.94,44.48,-1.31,Muy bajo,29672.89,130170,0,3,1,5,1,0,2006,9009
1,TS,1,9,4.06,12.7,0.68,0.42,10.71,42.98,4.22,21.61,52.39,-1.12,Bajo,29672.89,130170,0,3,1,5,1,0,2010,9009
0,LLUV,1,9,5.58,18.53,2.89,0.68,6.43,54.84,8.18,13.22,57.63,-1.31,Muy bajo,29672.89,130170,0,3,1,5,1,0,2004,9009
0,FV,1,9,5,14.66,0.81,0.4,8.33,48.33,6.04,17.94,44.48,-1.31,Muy bajo,29672.89,130170,0,3,1,5,1,0,2005,9009
0,LLUV,1,8,3.1,11.47,0.11,0.14,3.51,34.34,2.3,0.3,36,-1.75,Muy bajo,6307.5,239052,1,1,0,5,1,0,2006,9008
0,LLUV,1,7,3.61,14.73,0.43,0.17,1.22,41.8,1.88,0,50.29,-1.73,Muy bajo,11263.04,1815786,0,1,0,5,1,0,2004,9007
0,LLUV,1,6,1.79,8.19,0.03,0.02,0.04,25.31,0.75,0,26.09,-1.93,Muy bajo,2296.28,384326,4,1,0,5,1,0,2010,9006
0,LLUV,1,4,3.61,14.74,0.72,0.24,1.21,40.05,1.94,0.98,44.13,-1.8,Muy bajo,7081.99,186349,0,1,0,5,1,0,2004,9004
0,LLUV,1,3,1.55,6.48,0.09,0.02,0.06,18,0.85,0,20.23,-2.11,Muy bajo,5362.29,620416,4,1,0,5,2,0,2010,9003
0,LLUV,1,3,1.55,6.48,0.09,0.02,0.06,18,0.85,0,20.23,-2.11,Muy bajo,5362.29,620416,4,1,0,5,2,0,2010,9003
0,FV,1,2,1.95,8.11,0.09,0.1,0.06,27.09,0.31,0,30.17,-1.99,Muy bajo,3332.29,414711,4,1,0,5,2,0,2007,9002
0,LLUV,1,2,1.95,8.11,0.09,0.1,0.06,27.09,0.31,0,30.17,-1.99,Muy bajo,3332.29,414711,4,1,0,5,2,0,2009,9002
1,SEQ,24,67,7.24,45.06,22.48,9.61,11.73,29.07,3.28,100,62.82,-0.68,Medio,293613.25,4850,1,1,0,2,3,0,2000,8067
1,INUND,10,67,7.6,40.83,9.88,3.64,5.04,24.77,1.7,100,44.51,-0.83,Bajo,293613.25,4850,1,1,0,2,3,0,2008,8067
0,LLUV,1,67,7.6,40.83,9.88,3.64,5.04,24.77,1.7,100,44.51,-0.83,Bajo,293613.25,4850,1,1,0,2,3,0,2008,8067
0,LLUV,1,66,23.38,54.95,25.79,46.89,61.12,53.84,69.48,100,50.47,1.66,Muy alto,264511.33,7045,0,1,3,1,3,0,2007,8066
0,LLUV,1,64,13.53,48.92,18.09,4.91,7.17,25.78,12.41,100,61.14,-0.28,Medio,46634.18,1742,0,1,0,2,3,0,2008,8064
0,TS,1,63,11.62,54.92,12.41,39.55,16.89,37.45,21.28,100,69.78,0.04,Alto,426333.82,5839,1,1,1,1,1,0,2004,8063
