Dependiente ,Tipo de fenomeno,Duracion,MUNICIPIOS afectados,ANAL,SPRI,OVSDS,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,area_mun (ha),Sum_POBTOT,R_Inun,R_Hur,R_Des,R_Seq,R_IF,R_Den,a_o,Clave completa(TEXTO)
1,CT,1,51,10.89,38.06,13.19,6.28,4.2,41.25,9.84,100,63.73,0.09,Medio,350311.11,4964,1,2,0,2,3,0,2010,26051
1,LLUV,2,50,5.9,43.17,12,2.29,2.79,28.21,8.76,100,63,-0.89,Bajo,87989.81,1566,1,1,0,1,3,0,2000,26050
1,CT,1,49,15.83,41.52,24.33,21.44,18.54,42.42,12.24,100,71.91,0.89,Alto,375816.7,2969,1,2,0,2,5,0,2010,26049
1,CT,1,49,19.69,54.19,38.36,18.45,16.56,47.21,23.29,100,80.91,0.33,Alto,375816.7,2969,1,2,0,2,5,0,2001,26049
1,CT,1,48,3.01,22.08,1.81,3.54,1.97,42.16,4.75,2.22,33.18,-1.74,Muy bajo,624883.54,57241,4,1,0,3,2,0,2001,26048
1,LLUV,2,47,4.72,29.43,7.45,6.56,3.98,39.33,12.39,100,36.13,-1.15,Bajo,983737.88,9172,1,1,0,2,3,0,2000,26047
1,LLUV,2,45,5.39,41.54,7.79,11.65,4.86,36.46,16.57,100,57.85,-0.74,Bajo,222885.27,2665,1,1,0,3,3,0,2000,26045
1,LLUV,2,43,1.93,13.86,2.25,4.71,15.56,43.19,7.98,1.84,27.96,-1.77,Muy bajo,176933.33,219908,0,1,0,3,1,0,2000,26043
1,CT,4,42,5.17,19.91,3.85,3.02,2.04,48.99,18.82,28.55,41.24,-1.1,Bajo,278883.1,156794,2,2,0,2,3,0,2008,26042
1,CT,1,42,5.17,19.91,3.85,3.02,2.04,48.99,18.82,28.55,41.24,-1.1,Bajo,278883.1,156794,2,2,0,2,3,0,2007,26042
1,CT,1,42,5.95,25.36,9.26,4.49,3.46,50.15,24.42,30.19,53.52,-1.08,Bajo,278883.1,156794,2,2,0,2,3,0,2001,26042
1,CT,1,42,5.17,19.91,3.85,3.02,2.04,48.99,18.82,28.55,41.24,-1.1,Bajo,278883.1,156794,2,2,0,2,3,0,2009,26042
0,CT,1,42,5.95,25.36,9.26,4.49,3.46,50.15,24.42,30.19,53.52,-1.08,Bajo,278883.1,156794,2,2,0,2,3,0,2004,26042
0,LLUV,1,42,5.17,19.91,3.85,3.02,2.04,48.99,18.82,28.55,41.24,-1.1,Bajo,278883.1,156794,2,2,0,2,3,0,2005,26042
0,BT,1,39,2.51,24.74,1.69,3.6,1.37,34.92,3.68,100,38.67,-1.4,Muy bajo,124761.52,6361,0,1,0,2,1,0,2003,26039
1,LLUV,2,36,2.92,21.28,2.65,1.87,2.04,36.59,5.44,9.92,36.57,-1.75,Muy bajo,124571.27,29221,2,1,0,2,3,0,2000,26036
1,CT,1,36,2.92,21.28,2.65,1.87,2.04,36.59,5.44,9.92,36.57,-1.75,Muy bajo,124571.27,29221,2,1,0,2,3,0,2001,26036
0,LLUV,1,36,2.92,21.28,2.65,1.87,2.04,36.59,5.44,9.92,36.57,-1.75,Muy bajo,124571.27,29221,2,1,0,2,3,0,2003,26036
0,LLUV,1,35,5.26,29.09,3.1,5.07,2.13,41.38,8.28,42.26,47.33,-1.31,Muy bajo,218216.99,12046,0,1,0,2,1,0,2004,26035
1,LLUV,2,34,3.16,30.06,1.76,0.88,0.26,22.74,1.24,100,61.04,-1.3,Muy bajo,42151.27,1144,0,1,0,3,1,0,2000,26034
1,LLUV,2,33,7.55,31.48,8.69,4.84,6.65,52.72,32.44,60.96,67.71,-0.65,Medio,189056.96,78866,4,5,2,3,3,0,2000,26033
1,CT,4,33,6.44,26.37,3.35,2.23,6.53,51.14,26.17,60.72,52.18,-0.68,Bajo,189056.96,78866,4,5,2,3,3,0,2008,26033
1,CT,1,33,6.44,26.37,3.35,2.23,6.53,51.14,26.17,60.72,52.18,-0.68,Bajo,189056.96,78866,4,5,2,3,3,0,2007,26033
1,CT,1,33,7.55,31.48,8.69,4.84,6.65,52.72,32.44,60.96,67.71,-0.65,Medio,189056.96,78866,4,5,2,3,3,0,2001,26033
1,CT,1,33,7.55,31.48,8.69,4.84,6.65,52.72,32.44,60.96,67.71,-0.65,Medio,189056.96,78866,4,5,2,3,3,0,2001,26033
1,CT,1,33,6.44,26.37,3.35,2.23,6.53,51.14,26.17,60.72,52.18,-0.68,Bajo,189056.96,78866,4,5,2,3,3,0,2009,26033
0,CT,1,33,7.55,31.48,8.69,4.84,6.65,52.72,32.44,60.96,67.71,-0.65,Medio,189056.96,78866,4,5,2,3,3,0,2004,26033
0,LLUV,1,32,4.79,28.23,0.35,0.47,0.23,23.02,2.69,100,47,-1.17,Bajo,82325.09,956,0,1,0,2,1,0,2006,26032
1,LLUV,2,30,3.01,17.11,2.12,1.54,1.6,39.08,9.9,6.79,30.83,-1.82,Muy bajo,1692695.41,780817,4,2,0,4,3,0,2000,26030
1,CT,1,30,3.01,17.11,2.12,1.54,1.6,39.08,9.9,6.79,30.83,-1.82,Muy bajo,1692695.41,780817,4,2,0,4,3,0,2001,26030
0,LLUV,1,30,2.11,10.8,0.83,0.72,1.93,31.27,4.72,4.13,19.24,-1.77,Muy bajo,1692695.41,780817,4,2,0,4,3,0,2010,26030
1,LLUV,2,29,4.87,22.45,6.76,3.35,2.38,43.15,14.06,14.49,41.77,-1.48,Muy bajo,791572.67,148143,2,1,1,4,2,0,2000,26029
1,CT,1,29,4.87,22.45,6.76,3.35,2.38,43.15,14.06,14.49,41.77,-1.48,Muy bajo,791572.67,148143,2,1,1,4,2,0,2003,26029
1,LLUV,1,29,4.41,17.55,4.43,2,1.76,40.47,13.37,13.63,32.19,-1.43,Muy bajo,791572.67,148143,2,1,1,4,2,0,2008,26029
1,CT,4,29,4.41,17.55,4.43,2,1.76,40.47,13.37,13.63,32.19,-1.43,Muy bajo,791572.67,148143,2,1,1,4,2,0,2008,26029
1,CT,1,29,4.87,22.45,6.76,3.35,2.38,43.15,14.06,14.49,41.77,-1.48,Muy bajo,791572.67,148143,2,1,1,4,2,0,2001,26029
1,CT,1,29,4.41,17.55,4.43,2,1.76,40.47,13.37,13.63,32.19,-1.43,Muy bajo,791572.67,148143,2,1,1,4,2,0,2009,26029
0,CT,1,29,4.87,22.45,6.76,3.35,2.38,43.15,14.06,14.49,41.77,-1.48,Muy bajo,791572.67,148143,2,1,1,4,2,0,2004,26029
0,LLUV,1,29,4.87,22.45,6.76,3.35,2.38,43.15,14.06,14.49,41.77,-1.48,Muy bajo,791572.67,148143,2,1,1,4,2,0,2004,26029
1,CT,4,26,8.14,27.43,4.1,3.93,2.45,57.69,32.8,70.64,56.61,-0.42,Medio,94204.63,60136,5,5,0,5,2,0,2008,26026
1,CT,1,26,8.14,27.43,4.1,3.93,2.45,57.69,32.8,70.64,56.61,-0.42,Medio,94204.63,60136,5,5,0,5,2,0,2007,26026
1,CT,1,26,9.56,35.74,10.17,8.85,5.17,58.72,44.24,70.91,73.46,-0.29,Medio,94204.63,60136,5,5,0,5,2,0,2001,26026
1,CT,1,26,8.14,27.43,4.1,3.93,2.45,57.69,32.8,70.64,56.61,-0.42,Medio,94204.63,60136,5,5,0,5,2,0,2009,26026
0,CT,1,26,9.56,35.74,10.17,8.85,5.17,58.72,44.24,70.91,73.46,-0.29,Medio,94204.63,60136,5,5,0,5,2,0,2004,26026
0,LLUV,1,26,8.14,27.43,4.1,3.93,2.45,57.69,32.8,70.64,56.61,-0.42,Medio,94204.63,60136,5,5,0,5,2,0,2005,26026
1,LLUV,1,25,3.75,18.1,1.76,0.76,1.34,40.39,9.01,19.8,37.67,-1.44,Muy bajo,59027.64,53904,3,1,0,5,1,0,2008,26025
1,CT,4,25,3.75,18.1,1.76,0.76,1.34,40.39,9.01,19.8,37.67,-1.44,Muy bajo,59027.64,53904,3,1,0,5,1,0,2008,26025
1,CT,1,25,5.1,24.68,3.65,1.43,1.39,43.01,12.98,22.91,48.89,-1.4,Muy bajo,59027.64,53904,3,1,0,5,1,0,2001,26025
1,CT,1,25,3.75,18.1,1.76,0.76,1.34,40.39,9.01,19.8,37.67,-1.44,Muy bajo,59027.64,53904,3,1,0,5,1,0,2009,26025
0,LLUV,1,25,5.1,24.68,3.65,1.43,1.39,43.01,12.98,22.91,48.89,-1.4,Muy bajo,59027.64,53904,3,1,0,5,1,0,2003,26025
0,CT,1,25,5.1,24.68,3.65,1.43,1.39,43.01,12.98,22.91,48.89,-1.4,Muy bajo,59027.64,53904,3,1,0,5,1,0,2004,26025
0,LLUV,1,25,5.1,24.68,3.65,1.43,1.39,43.01,12.98,22.91,48.89,-1.4,Muy bajo,59027.64,53904,3,1,0,5,1,0,2004,26025
0,LLUV,1,25,3.75,18.1,1.76,0.76,1.34,40.39,9.01,19.8,37.67,-1.44,Muy bajo,59027.64,53904,3,1,0,5,1,0,2006,26025
0,LLUV,1,23,2.79,24.97,2.99,1.25,1.29,26.88,2.82,100,50.8,-1.39,Muy bajo,201449.96,6319,1,1,0,2,1,0,2003,26023
1,LLUV,2,22,6.57,47.76,10.43,21.98,13.61,29.27,9,100,69,-0.5,Medio,158365.46,629,0,1,0,2,1,0,2000,26022
1,LLUV,2,20,7.68,35.91,6.59,3.75,2.09,47.33,8.66,100,56.56,-0.83,Bajo,258396.48,5153,2,1,0,3,3,0,2000,26020
0,TS,1,19,1.53,13.99,0.9,1.59,0.41,27.38,1.43,4.82,34.36,-2.04,Muy bajo,233068.8,32766,1,1,0,2,1,0,2004,26019
1,CT,4,18,3.2,14.57,1.22,0.55,1.45,37.58,6.42,10.37,34.29,-1.62,Muy bajo,485028.43,405633,4,1,0,3,2,0,2008,26018
1,CT,1,18,2.56,11.83,0.79,0.68,1.07,32.91,3.56,10.02,32.51,-1.6,Muy bajo,485028.43,405633,4,1,0,3,2,0,2010,26018
1,CT,1,18,3.73,19.06,2.03,1.09,1.5,41.9,10.48,11.9,44.49,-1.61,Muy bajo,485028.43,405633,4,1,0,3,2,0,2001,26018
0,CT,1,18,3.73,19.06,2.03,1.09,1.5,41.9,10.48,11.9,44.49,-1.61,Muy bajo,485028.43,405633,4,1,0,3,2,0,2004,26018
0,FV,1,18,2.56,11.83,0.79,0.68,1.07,32.91,3.56,10.02,32.51,-1.6,Muy bajo,485028.43,405633,4,1,0,3,2,0,2010,26018
1,LLUV,2,17,6.09,30.26,5.27,2.52,4.64,44.91,12.2,28.19,39.67,-1.34,Muy bajo,1073072.18,80205,1,1,0,3,2,0,2000,26017
1,CT,1,17,6.09,30.26,5.27,2.52,4.64,44.91,12.2,28.19,39.67,-1.34,Muy bajo,1073072.18,80205,1,1,0,3,2,0,2001,26017
0,LLUV,1,17,5.3,24.67,1.12,1.36,2.34,40.12,8.94,25.36,30.57,-1.36,Muy bajo,1073072.18,80205,1,1,0,3,2,0,2005,26017
0,TE,1,17,4.45,20.8,1.72,1.07,1.83,36.78,4.9,26.3,29.09,-1.3,Muy bajo,1073072.18,80205,1,1,0,3,2,0,2010,26017
1,LLUV,2,16,4.8,27.64,2.25,2.59,2.06,35.52,6.76,5.67,46.9,-1.57,Muy bajo,141592.04,5196,2,1,0,2,3,0,2000,26016
1,CT,1,16,4.8,27.64,2.25,2.59,2.06,35.52,6.76,5.67,46.9,-1.57,Muy bajo,141592.04,5196,2,1,0,2,3,0,2001,26016
1,LLUV,2,14,5.14,34.1,3.22,2.57,0.65,33.85,4.68,100,60.76,-1.06,Bajo,84292.16,3546,1,1,1,3,2,0,2000,26014
1,LLUV,2,13,5.72,30.4,2.11,2.86,1.5,28.57,5.65,100,67.95,-1.07,Bajo,80983.19,1593,0,1,0,3,1,0,2000,26013
1,CT,1,12,6.24,24.29,5.06,1.89,2.21,45.39,7.52,72.65,53.53,-0.59,Medio,157462.3,22219,4,1,0,3,2,0,2010,26012
1,CT,1,12,8.12,35.96,10.52,3.76,3.14,52.2,27.44,73.42,66.3,-0.61,Medio,157462.3,22219,4,1,0,3,2,0,2001,26012
0,CT,1,12,8.12,35.96,10.52,3.76,3.14,52.2,27.44,73.42,66.3,-0.61,Medio,157462.3,22219,4,1,0,3,2,0,2004,26012
0,LLUV,1,12,6.7,28.4,4.42,1.29,3.78,47.56,21.05,73.52,51.1,-0.71,Bajo,157462.3,22219,4,1,0,3,2,0,2009,26012
1,LLUV,2,11,4.48,32.74,2.97,7.5,9.53,26.68,3.79,100,50.2,-1.16,Bajo,123685.48,1531,1,1,0,2,1,0,2000,26011
1,LLUV,2,7,6.72,28.14,3.92,2.1,1.12,27.32,4.76,100,50.94,-1.26,Bajo,30206.96,609,0,1,0,2,3,0,2000,26007
1,LLUV,2,6,5.66,38.41,8.13,7.35,5.67,31.22,10.18,100,65.12,-0.84,Bajo,308321.05,2847,0,1,0,2,1,0,2000,26006
0,LLUV,1,5,6.29,38.85,9.33,3.04,0.15,29.68,18.2,100,64.18,-0.87,Bajo,72471.62,1253,0,1,0,1,1,0,2004,26005
1,LLUV,2,4,6.66,33.19,8.35,5.02,4.18,44.26,10.98,19.5,38.8,-1.31,Muy bajo,448966.14,8701,2,1,0,3,2,0,2000,26004
0,LLUV,1,4,6.45,27,5.33,2.17,6.93,43.05,6.33,13.16,29.9,-1.28,Muy bajo,448966.14,8701,2,1,0,3,2,0,2007,26004
1,LLUV,2,3,15.18,44.76,23.72,20.43,20.59,52.18,45.84,68.06,67.84,0.06,Alto,637703.8,24868,1,2,1,1,5,0,2000,26003
1,CT,4,3,14.6,39.19,14.94,15.3,22.49,50.63,42,66.52,52.28,0.15,Alto,637703.8,24868,1,2,1,1,5,0,2008,26003
1,CT,1,3,14.6,39.19,14.94,15.3,22.49,50.63,42,66.52,52.28,0.15,Alto,637703.8,24868,1,2,1,1,5,0,2007,26003
1,CT,1,3,11.63,33.54,12.44,7.28,10.99,45.76,23.3,63.85,54.8,0.09,Medio,637703.8,24868,1,2,1,1,5,0,2010,26003
1,CT,1,3,15.18,44.76,23.72,20.43,20.59,52.18,45.84,68.06,67.84,0.06,Alto,637703.8,24868,1,2,1,1,5,0,2001,26003
0,LLUV,1,2,2.05,12.8,0.36,2.97,0.95,34.13,2.57,2.38,38.04,-1.53,Muy bajo,397328.29,78649,0,1,0,1,1,0,2010,26002
1,LLUV,2,1,5.13,30.92,3.8,2.21,0.25,38.29,6.3,100,61.8,-1.03,Bajo,36858.38,2625,0,1,0,3,1,0,2000,26001
0,FV,1,1,5.13,30.92,3.8,2.21,0.25,38.29,6.3,100,61.8,-1.03,Bajo,36858.38,2625,0,1,0,3,1,0,2003,26001
1,CT,1,18,9.84,33.61,5.66,1.46,5.23,51.66,8.38,56.3,55.04,-0.65,Bajo,230632.92,134706,2,1,0,4,2,0,2006,25018
1,CT,1,18,9.84,33.61,5.66,1.46,5.23,51.66,8.38,56.3,55.04,-0.65,Bajo,230632.92,134706,2,1,0,4,2,0,2006,25018
1,LLUV,1,18,9.84,33.61,5.66,1.46,5.23,51.66,8.38,56.3,55.04,-0.65,Bajo,230632.92,134706,2,1,0,4,2,0,2007,25018
0,CT,1,18,12.98,42.72,17.01,1.05,7.26,57.33,12.57,62.95,60.1,-0.57,Medio,230632.92,134706,2,1,0,4,2,0,2003,25018
0,LLUV,1,18,12.98,42.72,17.01,1.05,7.26,57.33,12.57,62.95,60.1,-0.57,Medio,230632.92,134706,2,1,0,4,2,0,2004,25018
0,LLUV,1,18,7.64,28.57,2.56,0.47,3.1,46.8,6.36,53.43,31.91,-0.83,Bajo,230632.92,134706,2,1,0,4,2,0,2010,25018
1,SEQ,17,17,15.13,49.92,20.39,11.46,19.24,55.16,42.12,92.75,73.78,0.15,Alto,626827.36,86588,4,2,1,1,5,0,2002,25017
1,LLUV,1,17,14.61,43.3,16.07,5.73,18.76,51.59,35.5,92.92,67.57,0.24,Alto,626827.36,86588,4,2,1,1,5,0,2007,25017
1,SEQ,17,16,12.45,47.14,30.63,10.23,15.79,50.79,31.62,100,66.34,-0.04,Alto,501531.68,21969,1,3,1,1,5,0,2002,25016
1,CT,1,16,12.21,38.11,19.72,3.19,14.06,46.66,22.75,100,60.76,-0.1,Medio,501531.68,21969,1,3,1,1,5,0,2006,25016
1,SEQ,17,15,5.73,26.13,4.97,0.91,2.56,42.36,9.86,14.15,45.16,-1.46,Muy bajo,76601.25,78864,4,1,0,4,1,0,2002,25015
1,CT,1,15,4.94,21.21,1.95,0.19,3.19,41.83,5,12.47,41.36,-1.38,Muy bajo,76601.25,78864,4,1,0,4,1,0,2006,25015
1,CT,1,15,4.94,21.21,1.95,0.19,3.19,41.83,5,12.47,41.36,-1.38,Muy bajo,76601.25,78864,4,1,0,4,1,0,2006,25015
1,LLUV,1,15,4.94,21.21,1.95,0.19,3.19,41.83,5,12.47,41.36,-1.38,Muy bajo,76601.25,78864,4,1,0,4,1,0,2007,25015
1,SEQ,17,14,9.2,34.54,14.07,5.33,10.65,49.85,14.55,70.8,60.87,-0.7,Bajo,260625.7,48742,4,3,1,3,3,0,2002,25014
1,CT,1,14,8.5,27.92,8.24,2.85,10.09,46.59,10.39,67.7,55.75,-0.67,Bajo,260625.7,48742,4,3,1,3,3,0,2006,25014
0,LLUV,1,14,9.2,34.54,14.07,5.33,10.65,49.85,14.55,70.8,60.87,-0.7,Bajo,260625.7,48742,4,3,1,3,3,0,2002,25014
0,CT,1,14,9.2,34.54,14.07,5.33,10.65,49.85,14.55,70.8,60.87,-0.7,Bajo,260625.7,48742,4,3,1,3,3,0,2003,25014
1,SEQ,17,13,14.32,49.53,25.64,6.24,25.81,48.99,32.94,77.1,70.75,-0.06,Alto,277294.38,45242,4,1,1,3,5,0,2002,25013
1,CT,1,13,12.68,41.81,13.69,1.94,24.89,45.41,23.49,74.24,64.8,-0.11,Medio,277294.38,45242,4,1,1,3,5,0,2006,25013
1,LLUV,1,13,12.68,41.81,13.69,1.94,24.89,45.41,23.49,74.24,64.8,-0.11,Medio,277294.38,45242,4,1,1,3,5,0,2007,25013
1,SEQ,17,12,3.88,19.64,3.92,1.01,2.34,40.45,4.16,10.35,36.91,-1.72,Muy bajo,250516.04,437128,4,5,0,3,5,0,2002,25012
1,CT,1,12,3.41,15.33,2.06,0.54,1.01,37.15,3.16,9.65,33.8,-1.64,Muy bajo,250516.04,437128,4,5,0,3,5,0,2006,25012
1,CT,1,12,3.41,15.33,2.06,0.54,1.01,37.15,3.16,9.65,33.8,-1.64,Muy bajo,250516.04,437128,4,5,0,3,5,0,2009,25012
0,CT,1,12,3.88,19.64,3.92,1.01,2.34,40.45,4.16,10.35,36.91,-1.72,Muy bajo,250516.04,437128,4,5,0,3,5,0,2003,25012
0,LLUV,1,12,3.88,19.64,3.92,1.01,2.34,40.45,4.16,10.35,36.91,-1.72,Muy bajo,250516.04,437128,4,5,0,3,5,0,2004,25012
0,LLUV,1,12,3.41,15.33,2.06,0.54,1.01,37.15,3.16,9.65,33.8,-1.64,Muy bajo,250516.04,437128,4,5,0,3,5,0,2005,25012
0,LLUV,1,12,3.41,15.33,2.06,0.54,1.01,37.15,3.16,9.65,33.8,-1.64,Muy bajo,250516.04,437128,4,5,0,3,5,0,2009,25012
0,LLUV,1,12,2.67,12.92,1.18,0.44,1.15,32.76,3.49,8.48,29.25,-1.62,Muy bajo,250516.04,437128,4,5,0,3,5,0,2010,25012
0,LLUV,1,12,2.67,12.92,1.18,0.44,1.15,32.76,3.49,8.48,29.25,-1.62,Muy bajo,250516.04,437128,4,5,0,3,5,0,2010,25012
1,SEQ,17,11,9.2,34.95,11.38,1.92,10.09,50.04,16.05,51.71,59.92,-0.82,Bajo,290974.27,284592,3,2,0,5,1,0,2002,25011
1,CT,1,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2009,25011
1,LLUV,1,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2007,25011
0,LLUV,1,11,9.2,34.95,11.38,1.92,10.09,50.04,16.05,51.71,59.92,-0.82,Bajo,290974.27,284592,3,2,0,5,1,0,2003,25011
0,LLUV,1,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2006,25011
0,LLUV,1,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2006,25011
0,LLUV,1,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2008,25011
0,LLUV,4,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2008,25011
0,LLUV,2,11,7.44,28.02,4.3,0.47,10.86,45.29,9.69,50.6,54.88,-0.84,Bajo,290974.27,284592,3,2,0,5,1,0,2008,25011
1,SEQ,17,10,9.88,39.08,12.58,5.72,10.38,53.25,33.58,69.23,66.18,-0.44,Medio,413375.74,96718,4,2,0,3,5,0,2002,25010
1,LLUV,4,10,8.7,32.25,5.14,2.03,7.87,50.4,26.4,68.58,60.61,-0.44,Medio,413375.74,96718,4,2,0,3,5,0,2008,25010
1,LLUV,1,10,8.7,32.25,5.14,2.03,7.87,50.4,26.4,68.58,60.61,-0.44,Medio,413375.74,96718,4,2,0,3,5,0,2007,25010
0,LLUV,1,10,9.88,39.08,12.58,5.72,10.38,53.25,33.58,69.23,66.18,-0.44,Medio,413375.74,96718,4,2,0,3,5,0,2004,25010
0,TS,1,10,8.7,32.25,5.14,2.03,7.87,50.4,26.4,68.58,60.61,-0.44,Medio,413375.74,96718,4,2,0,3,5,0,2005,25010
0,LLUV,2,10,8.7,32.25,5.14,2.03,7.87,50.4,26.4,68.58,60.61,-0.44,Medio,413375.74,96718,4,2,0,3,5,0,2008,25010
1,SEQ,17,9,8.13,32.09,12.25,3.1,7.34,52.66,10.88,44.66,60.17,-0.89,Bajo,153805.81,53841,3,1,1,2,4,0,2002,25009
1,CT,1,9,7.8,24.68,7.76,1.59,9.48,49.29,8.09,42.02,55.11,-0.84,Bajo,153805.81,53841,3,1,1,2,4,0,2006,25009
0,LLUV,1,9,7.8,24.68,7.76,1.59,9.48,49.29,8.09,42.02,55.11,-0.84,Bajo,153805.81,53841,3,1,1,2,4,0,2005,25009
0,LLUV,1,9,7.8,24.68,7.76,1.59,9.48,49.29,8.09,42.02,55.11,-0.84,Bajo,153805.81,53841,3,1,1,2,4,0,2006,25009
0,LLUV,1,9,7.8,24.68,7.76,1.59,9.48,49.29,8.09,42.02,55.11,-0.84,Bajo,153805.81,53841,3,1,1,2,4,0,2006,25009
0,LLUV,1,9,5.8,21.84,4.34,0.93,10.7,44.74,6.02,32.37,38.8,-0.94,Bajo,153805.81,53841,3,1,1,2,4,0,2010,25009
1,SEQ,17,8,20.63,49.95,35.64,3.47,4.67,60.61,27.41,76.9,69.88,0.03,Alto,162562.52,42633,4,3,1,3,5,0,2002,25008
1,CT,1,8,14.77,39.38,16.51,1.24,1.83,56.66,7.43,72.13,64,-0.25,Medio,162562.52,42633,4,3,1,3,5,0,2006,25008
1,LLUV,1,8,14.77,39.38,16.51,1.24,1.83,56.66,7.43,72.13,64,-0.25,Medio,162562.52,42633,4,3,1,3,5,0,2007,25008
0,CT,1,8,20.63,49.95,35.64,3.47,4.67,60.61,27.41,76.9,69.88,0.03,Alto,162562.52,42633,4,3,1,3,5,0,2003,25008
0,LLUV,1,8,20.63,49.95,35.64,3.47,4.67,60.61,27.41,76.9,69.88,0.03,Alto,162562.52,42633,4,3,1,3,5,0,2004,25008
1,INUND,4,7,16.87,49.14,18.43,16.72,33.45,51.24,45.59,74.39,66.31,0.62,Alto,318929.84,32019,1,1,1,1,5,5,2008,25007
1,SEQ,17,7,17.15,56.18,22.41,14.19,24.68,51.45,49.7,75.06,72.4,0.25,Alto,318929.84,32019,1,1,1,1,5,5,2002,25007
1,LLUV,1,7,16.87,49.14,18.43,16.72,33.45,51.24,45.59,74.39,66.31,0.62,Alto,318929.84,32019,1,1,1,1,5,5,2007,25007
0,LLUV,1,7,16.87,49.14,18.43,16.72,33.45,51.24,45.59,74.39,66.31,0.62,Alto,318929.84,32019,1,1,1,1,5,5,2006,25007
1,SEQ,17,6,6.84,25.17,7.55,1.53,4.12,46.09,8.7,20.49,39.98,-1.42,Muy bajo,623897.21,855444,3,3,1,3,5,0,2002,25006
1,CT,1,6,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,Muy bajo,623897.21,855444,3,3,1,3,5,0,2006,25006
1,CT,1,6,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,Muy bajo,623897.21,855444,3,3,1,3,5,0,2006,25006
1,LLUV,1,6,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,Muy bajo,623897.21,855444,3,3,1,3,5,0,2007,25006
1,CT,1,6,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,Muy bajo,623897.21,855444,3,3,1,3,5,0,2009,25006
0,LLUV,1,6,6.84,25.17,7.55,1.53,4.12,46.09,8.7,20.49,39.98,-1.42,Muy bajo,623897.21,855444,3,3,1,3,5,0,2002,25006
0,CT,1,6,6.84,25.17,7.55,1.53,4.12,46.09,8.7,20.49,39.98,-1.42,Muy bajo,623897.21,855444,3,3,1,3,5,0,2003,25006
0,LLUV,1,6,6.84,25.17,7.55,1.53,4.12,46.09,8.7,20.49,39.98,-1.42,Muy bajo,623897.21,855444,3,3,1,3,5,0,2004,25006
0,LLUV,1,6,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,Muy bajo,623897.21,855444,3,3,1,3,5,0,2006,25006
0,LLUV,1,6,5.05,18.85,2.82,0.79,3.27,40.53,5.24,16.16,36.61,-1.44,Muy bajo,623897.21,855444,3,3,1,3,5,0,2008,25006
0,LLUV,1,6,3.76,15.6,1.68,0.57,2.02,35.15,4.28,14.73,19.61,-1.57,Muy bajo,623897.21,855444,3,3,1,3,5,0,2010,25006
0,LLUV,1,6,3.76,15.6,1.68,0.57,2.02,35.15,4.28,14.73,19.61,-1.57,Muy bajo,623897.21,855444,3,3,1,3,5,0,2010,25006
1,SEQ,17,5,16.67,49.51,35.69,14.31,21.03,56.83,47.03,67.14,64.59,0.18,Alto,214904.09,16505,1,3,2,1,5,0,2002,25005
1,CT,1,5,14.96,39.94,24.53,10.69,15.92,55.71,39.11,61.7,59.16,0.2,Alto,214904.09,16505,1,3,2,1,5,0,2006,25005
1,SEQ,17,4,11.14,38.29,21.03,8.87,11.84,51.41,22.5,73.9,56.4,-0.51,Medio,214372.82,27875,1,3,1,1,5,0,2002,25004
1,CT,1,4,10.04,31.37,16.93,5.24,10.15,49.55,18.16,69.25,51.66,-0.44,Medio,214372.82,27875,1,3,1,1,5,0,2006,25004
0,CT,1,4,11.14,38.29,21.03,8.87,11.84,51.41,22.5,73.9,56.4,-0.51,Medio,214372.82,27875,1,3,1,1,5,0,2003,25004
0,TS,1,4,10.04,31.37,16.93,5.24,10.15,49.55,18.16,69.25,51.66,-0.44,Medio,214372.82,27875,1,3,1,1,5,0,2006,25004
0,LLUV,1,4,10.04,31.37,16.93,5.24,10.15,49.55,18.16,69.25,51.66,-0.44,Medio,214372.82,27875,1,3,1,1,5,0,2006,25004
1,SEQ,17,3,16.6,51.69,44.27,42.07,56.89,56.01,58.98,100,72.29,1.01,Alto,478996.71,28424,1,1,1,1,5,0,2002,25003
